"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"AU-SC-000121","Marihuana Safety Compliance Facility - License","Puer Labs","24545 Forterra DR, Warren MI 48089","09/29/2023","Active",,,
"AU-G-B-000162","Class B Marihuana Grower - License","3 Uncles LLC","228 W Superior ST, Muir MI 48860","09/29/2023","Active",,,
"AU-ER-002203","Adult-Use Entity Registration - License","Yellow Tail Ventures Inc.",,"09/29/2023","Active - Main Prequalified",,,
"AU-ER-002175","Adult-Use Entity Registration - License","The Green Door Burr Oak, Inc.",,"09/28/2023","Active - Main Prequalified",,,
"AU-P-000216","Marihuana Processor - License","Treetown Cannabis","4990 Page AVE, Michigan Center MI 49254","01/07/2024","Active",,,
"AU-G-C-000570","Class C Marihuana Grower - License","City Farm Warren, LLC","14401 Frazho RD, Warren MI 48089","09/27/2023","Active",,"Public Documents Available",
"AU-G-C-000571","Class C Marihuana Grower - License","City Farm Warren, LLC","14401 Frazho RD, Warren MI 48089","09/27/2023","Active",,,
"AU-P-000212","Marihuana Processor - License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/18/2023","Active",,,
"AU-P-000203","Marihuana Processor - License","GreenCo Ventures, LLC","4770 E Maple Grove RD, Hastings MI 49058","08/04/2023","Active",,,
"AU-ER-002183","Adult-Use Entity Registration - License","DDR Group, LLC",,"09/24/2023","Active - Main Prequalified",,,
"AU-ER-002184","Adult-Use Entity Registration - License","DDR Group Investments, LLC",,"09/23/2023","Active - Main Prequalified",,,
"AU-G-C-000567","Class C Marihuana Grower - License","Objectiv Growth Michigan LLC","775 E Washington AVE, Jackson MI 49203","09/23/2023","Active",,,
"AU-ER-001589","Adult-Use Entity Registration - License","Green Mound, Inc.",,"09/23/2023","Active - Main Prequalified",,,
"AU-G-C-000575","Class C Marihuana Grower - License","Localgrove","41160 Executive DR, Harrison Township MI 48045","06/18/2024","Active",,,
"AU-G-B-000168","Class B Marihuana Grower - License","Green Mitten Harvest LLC","9384 N Saginaw RD, Mt. Morris MI 48458","09/23/2022","License Void",,,
"AU-ER-002048","Adult-Use Entity Registration - License","Tropical Forest, Inc",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-000973","Adult-Use Entity Registration - License","Greenest Valley LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001989","Adult-Use Entity Registration - License","Cafe Amsterdam, LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002201","Adult-Use Entity Registration - License","Green Genie 3, Inc.",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002197","Adult-Use Entity Registration - License","600 Riggs OpCo LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000543","Marihuana Retailer - License","Lume Cannabis Co.","5666 W. US-2, Manistique MI 49854","02/24/2024","Active","Home Delivery - Approved",,
"AU-ER-002200","Adult-Use Entity Registration - License","Green Genie, Inc.",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001887","Adult-Use Entity Registration - License","Blackbox Systems and Technologies LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001900","Adult-Use Entity Registration - License","G420 Enterprises 2021A LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002182","Adult-Use Entity Registration - License","TMSA Investments, LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-001566","Adult-Use Entity Registration - License","Harvest Moon Ventures LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002121","Adult-Use Entity Registration - License","I and I Management LLC",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002109","Adult-Use Entity Registration - License","Canna World LLC.",,"09/22/2023","Active - Main Prequalified",,,
"AU-ER-002206","Adult-Use Entity Registration - License","Bio Bloom Health Wellness, LLC",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-001997","Adult-Use Entity Registration - License","Centermark Inc.",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-002185","Adult-Use Entity Registration - License","Green-Go Distributors, LLC",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-002190","Adult-Use Entity Registration - License","Burns One LLC",,"09/21/2023","Active - Main Prequalified",,,
"AU-R-000531","Marihuana Retailer - License","Bloom City Club","2773 South Centerville RD, Sturgis MI 49091","12/17/2023","Active","Home Delivery - Approved",,
"AU-G-C-000572","Class C Marihuana Grower - License","Classic Roots Farm","206 West Park DR, Kalkaska MI 49646","07/21/2023","Active",,,
"AU-ER-002164","Adult-Use Entity Registration - License","Golden Rockies Inc.",,"09/21/2023","Active - Main Prequalified",,,
"AU-ER-001990","Adult-Use Entity Registration - License","Green Michigan USA LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001865","Adult-Use Entity Registration - License","WCR Development, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000537","Marihuana Retailer - License","Lume Cannabis Co.","E7981 M-28, Christmas MI 49862","02/24/2023","License Void",,,
"AU-ER-002174","Adult-Use Entity Registration - License","VanAm Solutions LLC",,"09/20/2023","Active - Main Prequalified",,,
"AU-ER-002095","Adult-Use Entity Registration - License","LYNNZ Capital, LLC",,"09/20/2023","Active - Main Prequalified",,,
"AU-G-C-000583","Class C Marihuana Grower - License","Golden Harvests, LLC","333 Morton ST, Bay City MI 48706","08/10/2023","Active",,,
"AU-R-000538","Marihuana Retailer - License","PUFF","2 Ajax DR, Madison Heights MI 48071","09/20/2023","Active","Home Delivery - Approved",,
"AU-R-000550","Marihuana Retailer - License","Planted Provisioning","9545 Main ST, Whitmore Lake MI 48189","09/20/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-G-C-000552","Class C Marihuana Grower - License","Creekside Farms LLC","575 Hammontree DR, Morenci MI 49256","09/20/2023","Active",,,
"AU-ER-002131","Adult-Use Entity Registration - License","R&R 1, LLC",,"09/17/2023","Active - Main Prequalified",,,
"AU-G-C-000551","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,"Public Documents Available",
"AU-G-C-000580","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,,
"AU-G-C-000579","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,,
"AU-G-C-000578","Class C Marihuana Grower - License","MNS Stephens Ventures LLC","13159 Stephens, Warren MI 48089","09/17/2023","Active",,,
"AU-ER-001440","Adult-Use Entity Registration - License","Whed Cultivation, LLC",,"09/17/2023","Active - Main Prequalified",,,
"AU-ER-001822","Adult-Use Entity Registration - License","Emanon Holdings LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001899","Adult-Use Entity Registration - License","ORP, LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-002191","Adult-Use Entity Registration - License","Kassab Investments LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002177","Adult-Use Entity Registration - License","SMFC Enterprises, LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-002207","Adult-Use Entity Registration - License","DJSP Realty, LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-002161","Adult-Use Entity Registration - License","BPMD Realty, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002118","Adult-Use Entity Registration - License","UrbanGro LLC",,"09/16/2023","Active - Main Prequalified",,,
"AU-R-000544","Marihuana Retailer - License","Rair","2264 West Main ST, Lowell MI 49331","03/11/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-ER-002069","Adult-Use Entity Registration - License","Skye Farms, LLC",,"02/13/2024","Active - Main Prequalified",,,
"AU-ER-001889","Adult-Use Entity Registration - License","Keen Innovations Group, Inc.",,"09/16/2023","Active - Main Prequalified",,,
"AU-ER-001721","Adult-Use Entity Registration - License","Piffington Farms, LLC",,"09/15/2023","Active - Main Prequalified",,,
"AU-G-B-000164","Class B Marihuana Grower - License","Mira Company, LLC","5230 Spens RD, Rogers City MI 49779","09/15/2023","Active",,,
"AU-ER-002162","Adult-Use Entity Registration - License","Green Giraffe Group, LLC",,"09/15/2023","Active - Main Prequalified",,,
"AU-ER-002128","Adult-Use Entity Registration - License","Green Stones, Inc.",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002108","Adult-Use Entity Registration - License","Grow Logic, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000542","Marihuana Retailer - License","Puff Utica","44825 Van Dyke AVE, Utica MI 48317","09/14/2023","Active","Home Delivery - Approved","Public Documents Available",
"AU-ER-002078","Adult-Use Entity Registration - License","TLG 21, Inc",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002036","Adult-Use Entity Registration - License","PDS Ventures, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002114","Adult-Use Entity Registration - License","Efflorescence, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001114","Adult-Use Entity Registration - License","Touche Investments llc",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001715","Adult-Use Entity Registration - License","Venus Operations LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001512","Adult-Use Entity Registration - License","Optimal Group, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002129","Adult-Use Entity Registration - License","J THIRTY3 LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001374","Adult-Use Entity Registration - License","Tigris River, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002127","Adult-Use Entity Registration - License","Scientific Method Holdings, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002126","Adult-Use Entity Registration - License","Scientific Method Technology, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001916","Adult-Use Entity Registration - License","Viridian Labs, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001072","Adult-Use Entity Registration - License","Islandview Investment Group Inc.",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001043","Adult-Use Entity Registration - License","HIGH SKOR CANNABIS LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-001956","Adult-Use Entity Registration - License","PIRELLI INVESTMENTS, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001897","Adult-Use Entity Registration - License","Emerald Mountain Labs, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000522","Marihuana Retailer - License","77 North Inc.","4404 N. M-77 HWY, Germfask MI 49836","02/18/2024","Active",,,
"AU-ER-002096","Adult-Use Entity Registration - License","M.O.A.B. Genetix LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002009","Adult-Use Entity Registration - License","Maysen Angelo Enterprises, LLC",,"09/14/2023","Active - Main Prequalified",,,
"AU-ER-002179","Adult-Use Entity Registration - License","SUSCO, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002088","Adult-Use Entity Registration - License","H & R Ventures LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002171","Adult-Use Entity Registration - License","West Michigan Collective LLC",,"09/13/2023","Active - Main Prequalified",,,
"AU-ER-001413","Adult-Use Entity Registration - License","Perfect Flower Cannabis Company LLC.",,"09/13/2023","Active - Main Prequalified",,,
"AU-ER-001626","Adult-Use Entity Registration - License","Potter Farms, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002176","Adult-Use Entity Registration - License","CPFC Enterprises, LLC",,"09/13/2023","Active - Main Prequalified",,,
"AU-ER-002070","Adult-Use Entity Registration - License","MISKYE, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001885","Adult-Use Entity Registration - License","PREMIER PROVISIOING CENTER LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001968","Adult-Use Entity Registration - License","Roots, Shoots and Flowers LLC",,"09/13/2023","Active - Main Prequalified",,,
"AU-ER-001782","Adult-Use Entity Registration - License","Blues Brothers Farms, LLC.",,"09/13/2023","Active - Main Prequalified",,,
"AU-R-000508","Marihuana Retailer - License","OZ Cannabis","117 E Main ST, Owosso MI 48867","09/13/2023","Active","Home Delivery - Approved",,
"AU-ER-001972","Adult-Use Entity Registration - License","Elated Colors LLC",,"09/13/2023","Active - Main Prequalified",,,
"AU-ER-002023","Adult-Use Entity Registration - License","FIRE ISLAND, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-TME-000108","Temporary Marihuana Event - License","Niles Cannabis Festival","Bond ST, Niles MI 49120","09/25/2021","Closed","Niles Cannabis Festival | Address: Bond ST Niles, MI 49120 | Event Date: 9/25/2021 - 10:00AM-10:00PM",,
"AU-ER-001588","Adult-Use Entity Registration - License","Geoduck, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-EX-000212","Excess Marihuana Grower - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","11/27/2023","Active",,,
"AU-G-EX-000213","Excess Marihuana Grower - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","11/27/2023","Active",,,
"AU-G-EX-000211","Excess Marihuana Grower - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","11/27/2023","Active",,,
"AU-G-EX-000210","Excess Marihuana Grower - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","11/27/2023","Active",,,
"AU-G-EX-000209","Excess Marihuana Grower - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","11/27/2023","Active",,,
"AU-G-C-000505","Class C Marihuana Grower - License","American Fiber Company Michigan","37555 Peter's DR, Paw Paw MI 49079","08/12/2023","Active",,,
"AU-G-C-000554","Class C Marihuana Grower - License","Premier Cannabis Farms","5103 Lansing RD, Charlotte MI 48813","09/10/2023","Active",,,
"AU-ER-001955","Adult-Use Entity Registration - License","HAIDER GROUP LLC",,"09/10/2023","Active - Main Prequalified",,,
"AU-ER-002115","Adult-Use Entity Registration - License","RHJR Investments, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002075","Adult-Use Entity Registration - License","The 186th Group LLC",,"09/10/2023","Active - Main Prequalified",,,
"AU-ER-002110","Adult-Use Entity Registration - License","Kali Investments, LLC",,"09/08/2023","Active - Main Prequalified",,,
"AU-ER-002064","Adult-Use Entity Registration - License","Trinity Holdings Michigan, LLC",,"09/09/2023","Active - Main Prequalified",,,
"AU-ER-002054","Adult-Use Entity Registration - License","Perimeter Lot Holdings LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002021","Adult-Use Entity Registration - License","ABKO Labs, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000541","Class C Marihuana Grower - License","Rize","1580 N. Stephenson AVE, Iron Mountain MI 49801","09/25/2023","Active",,,
"AU-ER-001965","Adult-Use Entity Registration - License","Falcon Quest, LLC",,"09/09/2023","Active - Main Prequalified",,,
"AU-ER-002083","Adult-Use Entity Registration - License","Hopewells Cultivation, LLC",,"09/09/2023","Active - Main Prequalified",,,
"AU-ER-002025","Adult-Use Entity Registration - License","LAJA investments, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001534","Adult-Use Entity Registration - License","MQA100 LLC",,"09/09/2023","Active - Main Prequalified",,,
"AU-ER-002002","Adult-Use Entity Registration - License","1864 US-23, LLC",,"09/09/2023","Active - Main Prequalified",,,
"AU-ER-001988","Adult-Use Entity Registration - License","453 S. Broadway, Inc.",,"09/09/2023","Active - Main Prequalified",,,
"AU-ER-001931","Adult-Use Entity Registration - License","Big Rapids Operations, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-MEO-000130","Marihuana Event Organizer - License","Cedjo Services, LLC","203 N Clippert, Lansing MI 48912","09/08/2023","Active",,,
"AU-ER-002093","Adult-Use Entity Registration - License","JBB Cultivating, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002140","Adult-Use Entity Registration - License","GOE, LLC",,"12/31/2099","Active - Main Prequalified",,,
